Compound ID,DOI,Uniprot,cell_line_assay,readout_assay,timepoint_assay,cell_lines_abstract,readouts_abstract,cell_lines_fulltext,readouts_fulltext,cell_lines_chembl,cell_line_best
1394,10.1021/jacs.9b13907,Q06187,,,,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,patient-derived primary chronic lymphocytic leukemia cells
1395,10.1021/jacs.9b13907,Q06187,,,,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,patient-derived primary chronic lymphocytic leukemia cells
1396,10.1021/acschembio.8b01083,O60885,,,,,,,,,
1397,10.1021/acschembio.7b00969,P08581,EBC-1,AlphaScreen,,leukemia cell lines,,,,A549,EBC-1
1398,10.1021/acschembio.7b00969,P08581,EBC-1,AlphaScreen,,leukemia cell lines,,,,A549,EBC-1
1399,10.1021/acschembio.7b00969,P08581,EBC-1,AlphaScreen,,leukemia cell lines,,,,A549,EBC-1
1400,10.1021/acschembio.7b00969,P08581,EBC-1,AlphaScreen,,leukemia cell lines,,,,A549,EBC-1
1401,10.1021/acschembio.7b00969,P08581,EBC-1,AlphaScreen,,leukemia cell lines,,,,A549,EBC-1
1402,10.1021/acschembio.7b00969,P08581,EBC-1,AlphaScreen,,leukemia cell lines,,,,A549,EBC-1
1403,10.1021/acschembio.7b00969,P08581,,AlphaScreen,,leukemia cell lines,,,,A549,leukemia cell lines
1404,10.1021/acschembio.7b00969,P08581,EBC-1,AlphaScreen,,leukemia cell lines,,,,A549,EBC-1
1405,10.1021/acschembio.7b00969,P08581,EBC-1,AlphaScreen,,leukemia cell lines,,,,A549,EBC-1
1406,10.1021/acschembio.7b00969,P08581,EBC-1,AlphaScreen,,leukemia cell lines,,,,A549,EBC-1
1407,10.1021/acschembio.7b00969,P08581,EBC-1,AlphaScreen,,leukemia cell lines,,,,A549,EBC-1
1408,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1409,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1410,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1411,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1412,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1413,10.1021/acschembio.7b00969,P10721,GIST-T1,,,leukemia cell lines,,,,,GIST-T1
1414,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1415,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1416,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1417,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1418,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1419,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1420,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1421,10.1021/acschembio.7b00969,P10721,GIST-T1,AlphaScreen,,leukemia cell lines,,,,,GIST-T1
1422,10.1021/acschembio.7b00969,P10721,Kasumi-1,AlphaScreen,,leukemia cell lines,,,,,Kasumi-1
1423,10.1182/blood.2019003604,P11802,,other,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HeLa,Ph+ ALL cells
1423,10.1182/blood.2019003604,Q00534,,other,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HL-60; HL60,Ph+ ALL cells
1424,10.1182/blood.2019003604,P11802,,other,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HeLa,Ph+ ALL cells
1424,10.1182/blood.2019003604,Q00534,,other,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HL-60; HL60,Ph+ ALL cells
1425,10.1182/blood.2019003604,P11802,,other,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HeLa,Ph+ ALL cells
1425,10.1182/blood.2019003604,Q00534,,other,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HL-60; HL60,Ph+ ALL cells
1426,10.1182/blood.2019003604,P11802,BV173,other,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HeLa,BV173
1426,10.1182/blood.2019003604,Q00534,BV173,other,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HL-60; HL60,BV173
1427,10.1182/blood.2019003604,P11802,,,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HeLa,Ph+ ALL cells
1427,10.1182/blood.2019003604,Q00534,,,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HL-60; HL60,Ph+ ALL cells
1428,10.1182/blood.2019003604,P11802,BV173,other,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HeLa,BV173
1428,10.1182/blood.2019003604,Q00534,BV173,other,,Ph+ ALL cells; CD34+ normal hematopoietic progenitors,Western blot; flow cytometry,,,HCT116; HL-60; HL60,BV173
1429,10.1021/acsmedchemlett.9b00115,P10275,LNCaP,degradation reporter,3.0,,,,,MCF-7; PC-3; PC3,LNCaP
1430,10.1021/acsmedchemlett.9b00115,P10275,LNCaP,degradation reporter,3.0,,,,,MCF-7; PC-3; PC3,LNCaP
1431,10.1021/acsmedchemlett.9b00115,P10275,LNCaP,degradation reporter,3.0,,,,,MCF-7; PC-3; PC3,LNCaP
1432,10.1021/acsmedchemlett.9b00115,P10275,LNCaP,degradation reporter,3.0,,,,,MCF-7; PC-3; PC3,LNCaP
1433,10.1021/acsmedchemlett.9b00115,P10275,LNCaP,degradation reporter,3.0,,,,,MCF-7; PC-3; PC3,LNCaP
1434,10.1021/acsmedchemlett.9b00115,P10275,LNCaP,degradation reporter,3.0,,,,,MCF-7; PC-3; PC3,LNCaP
1435,10.3389/fncel.2022.801179,P10636,,,,FTD-patient induced pluripotent stem cells (iPSC)-derived neurons,tau degradation,,,,FTD-patient induced pluripotent stem cells (iPSC)-derived neurons
1436,10.3389/fncel.2022.801179,P10636,,,,FTD-patient induced pluripotent stem cells (iPSC)-derived neurons,tau degradation,,,,FTD-patient induced pluripotent stem cells (iPSC)-derived neurons
1437,10.3389/fncel.2022.801179,P10636,,,,FTD-patient induced pluripotent stem cells (iPSC)-derived neurons,tau degradation,,,,FTD-patient induced pluripotent stem cells (iPSC)-derived neurons
1438,10.3389/fncel.2022.801179,P10636,,,,FTD-patient induced pluripotent stem cells (iPSC)-derived neurons,tau degradation,,,,FTD-patient induced pluripotent stem cells (iPSC)-derived neurons
1439,10.3389/fncel.2022.801179,P10636,,,,FTD-patient induced pluripotent stem cells (iPSC)-derived neurons,tau degradation,,,,FTD-patient induced pluripotent stem cells (iPSC)-derived neurons
1440,10.1021/acsmedchemlett.9b00042,O60885,,other,,Calu-1; MDA-MB-231,,,,,Calu-1
1441,10.1021/acsmedchemlett.9b00042,O60885,,other,,Calu-1; MDA-MB-231,,,,,Calu-1
1442,10.1021/acsmedchemlett.9b00424,P10275,,,,AsPC-1,Western blot,,fluorescence thermal melt assay; Western blot; ELISA,MCF-7; PC-3; PC3,AsPC-1
1443,10.1021/acsmedchemlett.9b00424,P10275,,,,AsPC-1,Western blot,,fluorescence thermal melt assay; Western blot; ELISA,MCF-7; PC-3; PC3,AsPC-1
1444,10.1021/acsmedchemlett.9b00424,O60885,,,,AsPC-1,Western blot,,fluorescence thermal melt assay; Western blot; ELISA,,AsPC-1
1445,10.1021/acsmedchemlett.9b00424,O60885,,,,AsPC-1,Western blot,,fluorescence thermal melt assay; Western blot; ELISA,,AsPC-1
1446,10.1021/acsmedchemlett.9b00424,Q9UHD2,,,,AsPC-1,Western blot,,fluorescence thermal melt assay; Western blot; ELISA,HL-60,AsPC-1
1447,10.1021/acsmedchemlett.9b00424,Q9UHD2,,,,AsPC-1,Western blot,,fluorescence thermal melt assay; Western blot; ELISA,HL-60,AsPC-1
1448,10.1021/acsmedchemlett.9b00424,P11474,,,,AsPC-1,Western blot,,fluorescence thermal melt assay; Western blot; ELISA,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,AsPC-1
1449,10.1021/acsmedchemlett.9b00424,O60885,,,,AsPC-1,Western blot,,fluorescence thermal melt assay; Western blot; ELISA,,AsPC-1
1450,10.1021/acsmedchemlett.9b00424,O60885,,,,AsPC-1,Western blot,,fluorescence thermal melt assay; Western blot; ELISA,,AsPC-1
1451,10.1021/acsmedchemlett.9b00423,Q9NWZ3,OCILY-10,degradation reporter,4.0,,,PBMCs; THP-1; OCI-LY-10,degradation reporter,HL-60; HL60,OCILY-10
1452,10.1021/acsmedchemlett.9b00423,Q9NWZ3,OCILY-10,degradation reporter,4.0,,,PBMCs; THP-1; OCI-LY-10,degradation reporter,HL-60; HL60,OCILY-10
1453,10.1021/acsmedchemlett.9b00423,Q9NWZ3,OCILY-10,degradation reporter,4.0,,,PBMCs; THP-1; OCI-LY-10,degradation reporter,HL-60; HL60,OCILY-10
1454,10.1021/acsmedchemlett.9b00423,Q9NWZ3,OCILY-10,degradation reporter,4.0,,,PBMCs; THP-1; OCI-LY-10,degradation reporter,HL-60; HL60,OCILY-10
1455,10.1021/acsmedchemlett.9b00423,Q9NWZ3,OCILY-10,degradation reporter,4.0,,,PBMCs; THP-1; OCI-LY-10,degradation reporter,HL-60; HL60,OCILY-10
1456,10.1021/acsmedchemlett.9b00423,Q9NWZ3,OCILY-10,degradation reporter,4.0,,,PBMCs; THP-1; OCI-LY-10,degradation reporter,HL-60; HL60,OCILY-10
1457,10.1021/acsmedchemlett.9b00423,Q9NWZ3,OCILY-10,degradation reporter,4.0,,,PBMCs; THP-1; OCI-LY-10,degradation reporter,HL-60; HL60,OCILY-10
1458,10.1021/acsmedchemlett.9b00423,Q9NWZ3,OCILY-10,degradation reporter,4.0,,,PBMCs; THP-1; OCI-LY-10,degradation reporter,HL-60; HL60,OCILY-10
1459,10.1021/acsmedchemlett.9b00423,Q9NWZ3,OCILY-10,degradation reporter,4.0,,,PBMCs; THP-1; OCI-LY-10,degradation reporter,HL-60; HL60,OCILY-10
1460,10.1021/acsmedchemlett.9b00423,Q9NWZ3,OCILY-10,degradation reporter,4.0,,,PBMCs; THP-1; OCI-LY-10,degradation reporter,HL-60; HL60,OCILY-10
1461,10.1021/acsmedchemlett.9b00385,Q9NWZ3,MCF7,TR-FRET,,,,,,HL-60; HL60,MCF7
1462,10.1021/acsmedchemlett.9b00385,Q9NWZ3,MCF7,TR-FRET,,,,,,HL-60; HL60,MCF7
1463,10.1021/acsmedchemlett.9b00385,Q9NWZ3,MCF7,TR-FRET,,,,,,HL-60; HL60,MCF7
1464,10.1021/acsmedchemlett.9b00385,Q9NWZ3,MCF7,TR-FRET,,,,,,HL-60; HL60,MCF7
1465,10.1021/acsmedchemlett.9b00385,Q9NWZ3,MCF7,TR-FRET,,,,,,HL-60; HL60,MCF7
1466,10.1021/acsmedchemlett.9b00385,Q9NWZ3,MCF7,TR-FRET,,,,,,HL-60; HL60,MCF7
1467,10.1021/acsmedchemlett.9b00397,P03372,MCF7,TR-FRET,,human acute leukemia cell lines,degradation assay; cell growth inhibition,,,HeLa; MCF-7,MCF7
1468,10.1021/acsmedchemlett.9b00397,P03372,MCF7,TR-FRET,,human acute leukemia cell lines,degradation assay; cell growth inhibition,,,HeLa; MCF-7,MCF7
1469,10.1021/acsmedchemlett.9b00397,P03372,MCF7,TR-FRET,,human acute leukemia cell lines,degradation assay; cell growth inhibition,,,HeLa; MCF-7,MCF7
1470,10.1021/acsmedchemlett.9b00397,P03372,MCF7,TR-FRET,,human acute leukemia cell lines,degradation assay; cell growth inhibition,,,HeLa; MCF-7,MCF7
1471,10.1021/acsmedchemlett.9b00397,P03372,MCF7,TR-FRET,,human acute leukemia cell lines,degradation assay; cell growth inhibition,,,HeLa; MCF-7,MCF7
1472,10.1021/acsmedchemlett.9b00397,P03372,MCF7,TR-FRET,,human acute leukemia cell lines,degradation assay; cell growth inhibition,,,HeLa; MCF-7,MCF7
1473,10.1021/acsmedchemlett.9b00283,P00533,Ba/F3,other,,human cells,chemical proteomics,,,,Ba/F3
1473,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1474,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1475,10.1021/acsmedchemlett.9b00283,P00533,Ba/F3,other,,human cells,chemical proteomics,,,,Ba/F3
1476,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1476,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1476,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1477,10.1021/acsmedchemlett.9b00296,Q9UM73,,,,K562,degradation reporter,SU-DHL-1,luciferase; other,,SU-DHL-1
1478,10.1021/acsmedchemlett.9b00296,Q9UM73,,,,K562,degradation reporter,SU-DHL-1,luciferase; other,,SU-DHL-1
1479,10.1021/acsmedchemlett.9b00296,Q9UM73,,,,K562,degradation reporter,SU-DHL-1,luciferase; other,,SU-DHL-1
1480,10.1021/acsmedchemlett.9b00584,P01116,H2023,degradation reporter,,,,,,A549; HCT116,H2023
1481,10.1021/acsmedchemlett.9b00584,P01116,H2023,degradation reporter,,,,,,A549; HCT116,H2023
1482,10.1021/acsmedchemlett.9b00584,P01116,H2023,degradation reporter,,,,,,A549; HCT116,H2023
1483,10.1021/acsmedchemlett.9b00584,P01116,H2023,degradation reporter,,,,,,A549; HCT116,H2023
1484,10.1021/acsmedchemlett.9b00584,P01116,H2023,degradation reporter,,,,,,A549; HCT116,H2023
1485,10.1021/acsmedchemlett.9b00584,P01116,H2023,degradation reporter,,,,,,A549; HCT116,H2023
1486,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1487,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1488,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1489,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1490,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1491,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1492,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1493,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1494,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1495,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1496,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1497,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1498,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1499,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1500,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1501,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1502,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1503,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1504,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1505,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,12.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1506,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1507,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1508,10.1021/acs.jmedchem.0c00471,Q06124,KYSE520,degradation reporter,6.0,KYSE520; MV4;11,Western blot,,other,HEK293,KYSE520
1509,10.1021/acsmedchemlett.9b00372,Q05397,,degradation reporter,8.0,,,,,MCF7; MDA-MB-231; MDA-MB-468; PC3,
1509,10.1021/acsmedchemlett.9b00372,Q05397,,degradation reporter,8.0,,,,,MCF7; MDA-MB-231; MDA-MB-468; PC3,
1509,10.1007/s13238-020-00732-8,Q05397,,degradation reporter,8.0,MCF7; A549,,,,MCF7; MDA-MB-231; MDA-MB-468; PC3,MCF7
1510,10.1021/acs.jmedchem.9b02058,nan,K562,degradation reporter,,K562,Western blot,,,,K562
1511,10.1021/acs.jmedchem.9b02058,nan,K562,degradation reporter,,K562,Western blot,,,,K562
1512,10.1021/acs.jmedchem.9b02058,nan,K562,other,,K562,Western blot,,,,K562
1513,10.1021/acs.jmedchem.9b02058,nan,K562,other,,K562,Western blot,,,,K562
1514,10.1021/acs.jmedchem.9b02058,nan,K562,other,,K562,Western blot,,,,K562
1515,10.1021/acscentsci.9b00713,P25440,,,,,,,,HL60,
1516,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1516,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1516,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1517,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1517,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1517,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1518,10.1126/sciadv.aay5064,P25440,RS4;11,other,,,,,,HL60,RS4;11
1518,10.1126/sciadv.aay5064,Q15059,RS4;11,other,,,,,,HL60; Jurkat,RS4;11
1518,10.1126/sciadv.aay5064,O60885,RS4;11,other,,,,,,,RS4;11
1519,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1519,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1519,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1520,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1520,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1520,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1521,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1521,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1521,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1522,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1522,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1522,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1523,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1523,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1523,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1524,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1524,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1524,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1525,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1525,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1525,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1526,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1526,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1526,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1527,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1527,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1527,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1528,10.1126/sciadv.aay5064,P25440,,,,,,,,HL60,
1528,10.1126/sciadv.aay5064,Q15059,,,,,,,,HL60; Jurkat,
1528,10.1126/sciadv.aay5064,O60885,,,,,,,,,
1529,10.1126/sciadv.aay5064,P62942,,,,,,,,,
1530,10.1126/sciadv.aay5064,P62942,,,,,,,,,
1531,10.1126/sciadv.aay5064,P62942,,,,,,,,,
1532,10.1126/sciadv.aay5064,P62942,,,,,,,,,
1533,10.1126/sciadv.aay5064,P62942,,,,,,,,,
1534,10.1126/sciadv.aay5064,P62942,,,,,,,,,
1535,10.1002/anie.201914396,O60885,HeLa,other,4.0,,,,,,HeLa
1535,10.1002/anie.201914396,P25440,HeLa,other,4.0,,,,,HL60,HeLa
1535,10.1002/anie.201914396,Q15059,HeLa,other,4.0,,,,,HL60; Jurkat,HeLa
1536,10.1002/anie.201914396,P25440,,,,,,,,HL60,
1536,10.1002/anie.201914396,Q15059,,,,,,,,HL60; Jurkat,
1536,10.1002/anie.201914396,O60885,,,,,,,,,
1537,10.1021/acs.biochem.8b00391,Q06187,,,,,Western blot,,,HL-60; K562; Ramos,
1538,10.1002/anie.202003500,P00533,Ba/F3,HTRF,,Ba/F3,cell proliferation assay,,,,Ba/F3
1539,10.1021/acs.biochem.8b00391,Q06187,,,,,Western blot,,,HL-60; K562; Ramos,
1540,10.1002/anie.202003500,P00533,Ba/F3,HTRF,,Ba/F3,cell proliferation assay,,,,Ba/F3
1541,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1542,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1543,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1544,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1545,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1546,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1547,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1548,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1549,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1550,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1551,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1552,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1553,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1554,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1555,10.1002/anie.202003500,P00533,Ba/F3,other,,Ba/F3,cell proliferation assay,,,,Ba/F3
1556,10.1021/acsmedchemlett.0c00194,P10275,,,,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1557,10.1021/acsmedchemlett.0c00194,P10275,,,,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1558,10.1021/acsmedchemlett.0c00194,P10275,,,,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1559,10.1021/acsmedchemlett.0c00194,P10275,,,,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1560,10.1021/acsmedchemlett.0c00194,P10275,,other,5.0,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1561,10.1021/acsmedchemlett.0c00194,P10275,LNCaP,degradation reporter,6.0,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1562,10.1021/acsmedchemlett.0c00194,P10275,,other,5.0,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1563,10.1021/acsmedchemlett.0c00194,P10275,,other,5.0,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1564,10.1021/acsmedchemlett.0c00194,P10275,,other,,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1565,10.1021/acsmedchemlett.0c00194,P10275,,other,5.0,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1566,10.1021/acsmedchemlett.0c00194,P10275,,other,5.0,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1567,10.1021/acsmedchemlett.0c00194,P10275,,other,,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1568,10.1021/acsmedchemlett.0c00194,P10275,,other,5.0,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1569,10.1021/acsmedchemlett.0c00194,P10275,,other,5.0,,,LNCaP,Western blot,MCF-7; PC-3; PC3,LNCaP
1570,10.1021/acsmedchemlett.0c00192,P37840,,,,Jurkat,,,,,Jurkat
1571,10.1021/acsmedchemlett.0c00192,P37840,,,,Jurkat,,,,,Jurkat
1572,10.1021/acsmedchemlett.0c00192,P37840,,,,Jurkat,,,,,Jurkat
1573,10.1021/acsmedchemlett.0c00192,P37840,,,,Jurkat,,,,,Jurkat
1574,10.1021/acsmedchemlett.0c00192,P37840,,,,Jurkat,,,,,Jurkat
1575,10.1021/acsmedchemlett.0c00192,P37840,,,,Jurkat,,,,,Jurkat
1576,10.1021/acsmedchemlett.0c00235,P04629,,other,,,Western blot,,,HEK293,
1576,10.1021/acsmedchemlett.0c00235,Q16620,,other,,,Western blot,,,HEK293,
1576,10.1021/acsmedchemlett.0c00235,Q16288,,other,,,Western blot,,,HEK293,
1577,10.1021/acsmedchemlett.0c00235,P04629,,luciferase,,,Western blot,,,HEK293,
1577,10.1021/acsmedchemlett.0c00235,Q16620,,luciferase,,,Western blot,,,HEK293,
1577,10.1021/acsmedchemlett.0c00235,Q16288,,luciferase,,,Western blot,,,HEK293,
1578,10.1021/acsmedchemlett.0c00235,P04629,,luciferase,,,Western blot,,,HEK293,
1578,10.1021/acsmedchemlett.0c00235,Q16620,,luciferase,,,Western blot,,,HEK293,
