TPD ID	Activity Type	Target Symbols	Target IDs	Cell Line	Activity
TPD-4XKAWN	DC50_1	BRAF	P15056	T-REx 293	B
TPD-CMBO9F	DC50_1	BRAF	P15056	T-REx 293	A
TPD-INF49E	DC50_1	BRAF	P15056	T-REx 293	A
TPD-XC9YRN	DC50_1	BRAF	P15056	T-REx 293	A
TPD-WCJPFQ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-GIMYCF	DC50_1	BRAF	P15056	T-REx 293	B
TPD-08XGVB	DC50_1	BRAF	P15056	T-REx 293	A
TPD-Q0J1NM	DC50_1	BRAF	P15056	T-REx 293	A
TPD-QMBA78	DC50_1	BRAF	P15056	T-REx 293	B
TPD-9HQUUA	DC50_1	BRAF	P15056	T-REx 293	D
TPD-8EQ1S6	DC50_1	BRAF	P15056	T-REx 293	A
TPD-ZVXV3W	DC50_1	BRAF	P15056	T-REx 293	B
TPD-AS3P5T	DC50_1	BRAF	P15056	T-REx 293	B
TPD-G7CMNA	DC50_1	BRAF	P15056	T-REx 293	B
TPD-JWJQZA	DC50_1	BRAF	P15056	T-REx 293	B
TPD-0W4SWH	DC50_1	BRAF	P15056	T-REx 293	B
TPD-SL88HU	DC50_1	BRAF	P15056	T-REx 293	D
TPD-LCCPT3	DC50_1	BRAF	P15056	T-REx 293	B
TPD-C34QUA	DC50_1	BRAF	P15056	T-REx 293	A
TPD-922BTG	DC50_1	BRAF	P15056	T-REx 293	B
TPD-4ZWBCU	DC50_1	BRAF	P15056	T-REx 293	B
TPD-H2IDVO	DC50_1	BRAF	P15056	T-REx 293	B
TPD-NDFYBJ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-V7RFSC	DC50_1	BRAF	P15056	T-REx 293	B
TPD-QNQBB0	DC50_1	BRAF	P15056	T-REx 293	C
TPD-RB8XU5	DC50_1	BRAF	P15056	T-REx 293	A
TPD-AXWXBG	DC50_1	BRAF	P15056	T-REx 293	C
TPD-OO74BC	DC50_1	BRAF	P15056	T-REx 293	B
TPD-UN7HMJ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-CB6X3S	DC50_1	BRAF	P15056	T-REx 293	B
TPD-P1BYVK	DC50_1	BRAF	P15056	T-REx 293	B
TPD-ULXWNM	DC50_1	BRAF	P15056	T-REx 293	C
TPD-FDLUA6	DC50_1	BRAF	P15056	T-REx 293	D
TPD-SWZ44S	DC50_1	BRAF	P15056	T-REx 293	A
TPD-HZLIW6	DC50_1	BRAF	P15056	T-REx 293	B
TPD-SJLRLK	DC50_1	BRAF	P15056	T-REx 293	B
TPD-QY73WV	DC50_1	BRAF	P15056	T-REx 293	B
TPD-J61CIB	DC50_1	BRAF	P15056	T-REx 293	B
TPD-38SLS6	DC50_1	BRAF	P15056	T-REx 293	B
TPD-EBY0TS	DC50_1	BRAF	P15056	T-REx 293	B
TPD-L7E53U	DC50_1	BRAF	P15056	T-REx 293	B
TPD-932O6B	DC50_1	BRAF	P15056	T-REx 293	A
TPD-9KAPEC	DC50_1	BRAF	P15056	T-REx 293	B
TPD-V1PH58	DC50_1	BRAF	P15056	T-REx 293	B
TPD-MD1OPV	DC50_1	BRAF	P15056	T-REx 293	B
TPD-RL4LU1	DC50_1	BRAF	P15056	T-REx 293	B
TPD-AMCVXQ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-GO3DA4	DC50_1	BRAF	P15056	T-REx 293	B
TPD-OA68VO	DC50_1	BRAF	P15056	T-REx 293	B
TPD-UF6N4F	DC50_1	BRAF	P15056	T-REx 293	B
TPD-RNZ9CV	DC50_1	BRAF	P15056	T-REx 293	C
TPD-UJO48Z	DC50_1	BRAF	P15056	T-REx 293	B
TPD-SI3NZ4	DC50_1	BRAF	P15056	T-REx 293	B
TPD-TR4N6Y	DC50_1	BRAF	P15056	T-REx 293	C
TPD-QR9ITC	DC50_1	BRAF	P15056	T-REx 293	B
TPD-1TO3SN	DC50_1	BRAF	P15056	T-REx 293	B
TPD-P6RC2B	DC50_1	BRAF	P15056	T-REx 293	B
TPD-9UHL2C	DC50_1	BRAF	P15056	T-REx 293	B
TPD-8DYJXS	DC50_1	BRAF	P15056	T-REx 293	A
TPD-QHD3L1	DC50_1	BRAF	P15056	T-REx 293	B
TPD-ZMZY92	DC50_1	BRAF	P15056	T-REx 293	B
TPD-4SV7E5	DC50_1	BRAF	P15056	T-REx 293	C
TPD-LR5ZFA	DC50_1	BRAF	P15056	T-REx 293	B
TPD-OA2TGI	DC50_1	BRAF	P15056	T-REx 293	C
TPD-0NKCBG	DC50_1	BRAF	P15056	T-REx 293	C
TPD-20IX0B	DC50_1	BRAF	P15056	T-REx 293	C
TPD-BI7ZDW	DC50_1	BRAF	P15056	T-REx 293	B
TPD-P05F9H	DC50_1	BRAF	P15056	T-REx 293	C
TPD-OE7JP9	DC50_1	BRAF	P15056	T-REx 293	B
TPD-IIUXRY	DC50_1	BRAF	P15056	T-REx 293	B
TPD-QT51GP	DC50_1	BRAF	P15056	T-REx 293	B
TPD-DTWDMT	DC50_1	BRAF	P15056	T-REx 293	B
TPD-Q3UUOE	DC50_1	BRAF	P15056	T-REx 293	B
TPD-K6UBU9	DC50_1	BRAF	P15056	T-REx 293	D
TPD-GUNAFB	DC50_1	BRAF	P15056	T-REx 293	A
TPD-FS4AD4	DC50_1	BRAF	P15056	T-REx 293	B
TPD-YEMNT1	DC50_1	BRAF	P15056	T-REx 293	C
TPD-QIXQSR	DC50_1	BRAF	P15056	T-REx 293	B
TPD-I4RZ05	DC50_1	BRAF	P15056	T-REx 293	B
TPD-AH4J0E	DC50_1	BRAF	P15056	T-REx 293	B
TPD-DA9X20	DC50_1	BRAF	P15056	T-REx 293	B
TPD-BPWWKB	DC50_1	BRAF	P15056	T-REx 293	B
TPD-R66YMU	DC50_1	BRAF	P15056	T-REx 293	B
TPD-ZAY8BI	DC50_1	BRAF	P15056	T-REx 293	D
TPD-7W9DEN	DC50_1	BRAF	P15056	T-REx 293	C
TPD-YUZOGC	DC50_1	BRAF	P15056	T-REx 293	C
TPD-T3N83Z	DC50_1	BRAF	P15056	T-REx 293	B
TPD-IPEN0P	DC50_1	BRAF	P15056	T-REx 293	B
TPD-437PMO	DC50_1	BRAF	P15056	T-REx 293	B
TPD-HKFOVO	DC50_1	BRAF	P15056	T-REx 293	B
TPD-3UX0DM	DC50_1	BRAF	P15056	T-REx 293	B
TPD-GU7NVO	DC50_1	BRAF	P15056	T-REx 293	A
TPD-87ELAB	DC50_1	BRAF	P15056	T-REx 293	B
TPD-USYKYV	DC50_1	BRAF	P15056	T-REx 293	B
TPD-GME5DZ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-EZ8EEE	DC50_1	BRAF	P15056	T-REx 293	C
TPD-YDOSC4	DC50_1	BRAF	P15056	T-REx 293	C
TPD-J0C31Q	DC50_1	BRAF	P15056	T-REx 293	C
TPD-KTY8ZI	DC50_1	BRAF	P15056	T-REx 293	B
TPD-91Q75A	DC50_1	BRAF	P15056	T-REx 293	B
TPD-Q8GTN4	DC50_1	BRAF	P15056	T-REx 293	C
TPD-X4IANI	DC50_1	BRAF	P15056	T-REx 293	C
TPD-OVE87J	DC50_1	BRAF	P15056	T-REx 293	B
TPD-SKZXCF	DC50_1	BRAF	P15056	T-REx 293	B
TPD-WPOT5U	DC50_1	BRAF	P15056	T-REx 293	A
TPD-CG0QKE	DC50_1	BRAF	P15056	T-REx 293	B
TPD-TEVLNE	DC50_1	BRAF	P15056	T-REx 293	B
TPD-37WNWY	DC50_1	BRAF	P15056	T-REx 293	C
TPD-ITNE6H	DC50_1	BRAF	P15056	T-REx 293	C
TPD-E16NFL	DC50_1	BRAF	P15056	T-REx 293	B
TPD-V02171	DC50_1	BRAF	P15056	T-REx 293	B
TPD-P7F5MT	DC50_1	BRAF	P15056	T-REx 293	B
TPD-T5Q9IO	DC50_1	BRAF	P15056	T-REx 293	B
TPD-QP6N0W	DC50_1	BRAF	P15056	T-REx 293	B
TPD-R0T2YA	DC50_1	BRAF	P15056	T-REx 293	C
TPD-MU93LZ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-848T76	DC50_1	BRAF	P15056	T-REx 293	C
TPD-RFN96P	DC50_1	BRAF	P15056	T-REx 293	A
TPD-60VTOM	DC50_1	BRAF	P15056	T-REx 293	A
TPD-ILX3AZ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-UKKT40	DC50_1	BRAF	P15056	T-REx 293	B
TPD-8R68NB	DC50_1	BRAF	P15056	T-REx 293	B
TPD-USJ3TX	DC50_1	BRAF	P15056	T-REx 293	B
TPD-2MR3ZD	DC50_1	BRAF	P15056	T-REx 293	B
TPD-5G3Z56	DC50_1	BRAF	P15056	T-REx 293	B
TPD-12JXK4	DC50_1	BRAF	P15056	T-REx 293	B
TPD-S3NI0S	DC50_1	BRAF	P15056	T-REx 293	B
TPD-ZCBNXC	DC50_1	BRAF	P15056	T-REx 293	B
TPD-4MNDEX	DC50_1	BRAF	P15056	T-REx 293	B
TPD-4KTWOK	DC50_1	BRAF	P15056	T-REx 293	B
TPD-5OQA6S	DC50_1	BRAF	P15056	T-REx 293	B
TPD-YT5R9K	DC50_1	BRAF	P15056	T-REx 293	B
TPD-00Q82T	DC50_1	BRAF	P15056	T-REx 293	D
TPD-5BHJZE	DC50_1	BRAF	P15056	T-REx 293	B
TPD-HTM5QJ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-MZ00F9	DC50_1	BRAF	P15056	T-REx 293	B
TPD-I53Z9O	DC50_1	BRAF	P15056	T-REx 293	B
TPD-ZHPX6B	DC50_1	BRAF	P15056	T-REx 293	B
TPD-XQOWG7	DC50_1	BRAF	P15056	T-REx 293	B
TPD-50G3AP	DC50_1	BRAF	P15056	T-REx 293	B
TPD-QFB9I9	DC50_1	BRAF	P15056	T-REx 293	B
TPD-PEIEC6	DC50_1	BRAF	P15056	T-REx 293	B
TPD-O8NS5G	DC50_1	BRAF	P15056	T-REx 293	B
TPD-5O3XY5	DC50_1	BRAF	P15056	T-REx 293	B
TPD-1RCJ6C	DC50_1	BRAF	P15056	T-REx 293	B
TPD-OM9LYZ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-M8BFF7	DC50_1	BRAF	P15056	T-REx 293	B
TPD-6VVHLE	DC50_1	BRAF	P15056	T-REx 293	B
TPD-7VY5GZ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-7UC2O2	DC50_1	BRAF	P15056	T-REx 293	B
TPD-QM4H3Y	DC50_1	BRAF	P15056	T-REx 293	B
TPD-GEPJRN	DC50_1	BRAF	P15056	T-REx 293	B
TPD-V811LN	DC50_1	BRAF	P15056	T-REx 293	B
TPD-65K8EB	DC50_1	BRAF	P15056	T-REx 293	B
TPD-T74HXU	DC50_1	BRAF	P15056	T-REx 293	B
TPD-X6KQ0N	DC50_1	BRAF	P15056	T-REx 293	B
TPD-4RM1BR	DC50_1	BRAF	P15056	T-REx 293	B
TPD-15ZHA9	DC50_1	BRAF	P15056	T-REx 293	B
TPD-E7HKFP	DC50_1	BRAF	P15056	T-REx 293	B
TPD-VWLQGZ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-940ADT	DC50_1	BRAF	P15056	T-REx 293	B
TPD-I3LJZU	DC50_1	BRAF	P15056	T-REx 293	B
TPD-6KSRQT	DC50_1	BRAF	P15056	T-REx 293	B
TPD-M0T594	DC50_1	BRAF	P15056	T-REx 293	B
TPD-6EUH77	DC50_1	BRAF	P15056	T-REx 293	B
TPD-4GWPGM	DC50_1	BRAF	P15056	T-REx 293	B
TPD-OSCM4C	DC50_1	BRAF	P15056	T-REx 293	B
TPD-IC6RXQ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-8ZYG1N	DC50_1	BRAF	P15056	T-REx 293	D
TPD-ED34PE	DC50_1	BRAF	P15056	T-REx 293	B
TPD-52OOP2	DC50_1	BRAF	P15056	T-REx 293	B
TPD-JCFJKY	DC50_1	BRAF	P15056	T-REx 293	B
TPD-S32N5V	DC50_1	BRAF	P15056	T-REx 293	A
TPD-UKHHVG	DC50_1	BRAF	P15056	T-REx 293	A
TPD-Y28DUE	DC50_1	BRAF	P15056	T-REx 293	B
TPD-3CMALM	DC50_1	BRAF	P15056	T-REx 293	B
TPD-L9O8V2	DC50_1	BRAF	P15056	T-REx 293	B
TPD-GEJWIT	DC50_1	BRAF	P15056	T-REx 293	C
TPD-5N4ABJ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-F11IP6	DC50_1	BRAF	P15056	T-REx 293	D
TPD-9T0OFW	DC50_1	BRAF	P15056	T-REx 293	B
TPD-OT9P0L	DC50_1	BRAF	P15056	T-REx 293	C
TPD-4UB8S1	DC50_1	BRAF	P15056	T-REx 293	B
TPD-Y3XUA5	DC50_1	BRAF	P15056	T-REx 293	B
TPD-KP3WCM	DC50_1	BRAF	P15056	T-REx 293	B
TPD-XRJQ0Z	DC50_1	BRAF	P15056	T-REx 293	C
TPD-M9GKJA	DC50_1	BRAF	P15056	T-REx 293	D
TPD-U4VCTM	DC50_1	BRAF	P15056	T-REx 293	D
TPD-YFJKH3	DC50_1	BRAF	P15056	T-REx 293	D
TPD-NNGDE0	DC50_1	BRAF	P15056	T-REx 293	A
TPD-QLS34J	DC50_1	BRAF	P15056	T-REx 293	B
TPD-85AREF	DC50_1	BRAF	P15056	T-REx 293	B
TPD-T8SDM3	DC50_1	BRAF	P15056	T-REx 293	B
TPD-V408P6	DC50_1	BRAF	P15056	T-REx 293	B
TPD-QLJKDZ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-ORU5VG	DC50_1	BRAF	P15056	T-REx 293	C
TPD-SQLM5B	DC50_1	BRAF	P15056	T-REx 293	B
TPD-8XL0L8	DC50_1	BRAF	P15056	T-REx 293	B
TPD-59LC0V	DC50_1	BRAF	P15056	T-REx 293	B
TPD-XK3NGK	DC50_1	BRAF	P15056	T-REx 293	C
TPD-ESE1Z7	DC50_1	BRAF	P15056	T-REx 293	B
TPD-SAMUV2	DC50_1	BRAF	P15056	T-REx 293	C
TPD-IN8SOC	DC50_1	BRAF	P15056	T-REx 293	C
TPD-3SGPJ4	DC50_1	BRAF	P15056	T-REx 293	C
TPD-YMYSXI	DC50_1	BRAF	P15056	T-REx 293	C
TPD-LB2C9F	DC50_1	BRAF	P15056	T-REx 293	C
TPD-616L3N	DC50_1	BRAF	P15056	T-REx 293	B
TPD-0OZC8O	DC50_1	BRAF	P15056	T-REx 293	B
TPD-EFMYCV	DC50_1	BRAF	P15056	T-REx 293	C
TPD-SASNMO	DC50_1	BRAF	P15056	T-REx 293	C
TPD-1IHJF2	DC50_1	BRAF	P15056	T-REx 293	C
TPD-4E5HLV	DC50_1	BRAF	P15056	T-REx 293	B
TPD-I1OLD5	DC50_1	BRAF	P15056	T-REx 293	C
TPD-YICM0P	DC50_1	BRAF	P15056	T-REx 293	C
TPD-OOZOGO	DC50_1	BRAF	P15056	T-REx 293	C
TPD-JLBIPT	DC50_1	BRAF	P15056	T-REx 293	D
TPD-13R7PL	DC50_1	BRAF	P15056	T-REx 293	C
TPD-4BNQC9	DC50_1	BRAF	P15056	T-REx 293	B
TPD-LA9QND	DC50_1	BRAF	P15056	T-REx 293	B
TPD-XNSMPL	DC50_1	BRAF	P15056	T-REx 293	B
TPD-X1RMAK	DC50_1	BRAF	P15056	T-REx 293	C
TPD-JSEIGS	DC50_1	BRAF	P15056	T-REx 293	D
TPD-XLIK41	DC50_1	BRAF	P15056	T-REx 293	C
TPD-T5X3WN	DC50_1	BRAF	P15056	T-REx 293	C
TPD-ZNHRPG	DC50_1	BRAF	P15056	T-REx 293	C
TPD-OD3A9R	DC50_1	BRAF	P15056	T-REx 293	B
TPD-ZW01Q7	DC50_1	BRAF	P15056	T-REx 293	C
TPD-71TUL7	DC50_1	BRAF	P15056	T-REx 293	B
TPD-SGIDT0	DC50_1	BRAF	P15056	T-REx 293	C
TPD-052KAG	DC50_1	BRAF	P15056	T-REx 293	C
TPD-ONPTVB	DC50_1	BRAF	P15056	T-REx 293	B
TPD-QXUAUK	DC50_1	BRAF	P15056	T-REx 293	B
TPD-LSI37J	DC50_1	BRAF	P15056	T-REx 293	B
TPD-HYM7CJ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-AIR98V	DC50_1	BRAF	P15056	T-REx 293	B
TPD-3RX50N	DC50_1	BRAF	P15056	T-REx 293	B
TPD-BDLPGF	DC50_1	BRAF	P15056	T-REx 293	B
TPD-6EXETQ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-77RIR0	DC50_1	BRAF	P15056	T-REx 293	B
TPD-GXHQ6J	DC50_1	BRAF	P15056	T-REx 293	D
TPD-XNC38A	DC50_1	BRAF	P15056	T-REx 293	C
TPD-U3WHPE	DC50_1	BRAF	P15056	T-REx 293	D
TPD-16NHP5	DC50_1	BRAF	P15056	T-REx 293	D
TPD-BETOHM	DC50_1	BRAF	P15056	T-REx 293	B
TPD-91FITD	DC50_1	BRAF	P15056	T-REx 293	B
TPD-XX6B1J	DC50_1	BRAF	P15056	T-REx 293	C
TPD-VNLZX9	DC50_1	BRAF	P15056	T-REx 293	B
TPD-LEB51Y	DC50_1	BRAF	P15056	T-REx 293	C
TPD-5HKWJD	DC50_1	BRAF	P15056	T-REx 293	B
TPD-YH0DBK	DC50_1	BRAF	P15056	T-REx 293	C
TPD-MQLJKD	DC50_1	BRAF	P15056	T-REx 293	B
TPD-BKUAK4	DC50_1	BRAF	P15056	T-REx 293	C
TPD-ZROFP9	DC50_1	BRAF	P15056	T-REx 293	B
TPD-UCNC54	DC50_1	BRAF	P15056	T-REx 293	B
TPD-6R4STH	DC50_1	BRAF	P15056	T-REx 293	D
TPD-QWNAVW	DC50_1	BRAF	P15056	T-REx 293	C
TPD-GO323K	DC50_1	BRAF	P15056	T-REx 293	B
TPD-4VCHT2	DC50_1	BRAF	P15056	T-REx 293	B
TPD-S2I4AZ	DC50_1	BRAF	P15056	T-REx 293	B
TPD-MP2Z80	DC50_1	BRAF	P15056	T-REx 293	B
TPD-DUSYPM	DC50_1	BRAF	P15056	T-REx 293	C
TPD-7QHY0Y	DC50_1	BRAF	P15056	T-REx 293	D
TPD-3GEQE5	DC50_1	BRAF	P15056	T-REx 293	B
TPD-5AGC1M	DC50_1	BRAF	P15056	T-REx 293	B
TPD-LWVJXI	DC50_1	BRAF	P15056	T-REx 293	B
TPD-C7WDFY	DC50_1	BRAF	P15056	T-REx 293	A
TPD-ME1ITT	DC50_1	BRAF	P15056	T-REx 293	B
TPD-VDZZ1Z	DC50_1	BRAF	P15056	T-REx 293	B
TPD-ULQMWB	DC50_1	BRAF	P15056	T-REx 293	D
TPD-O518GP	DC50_1	BRAF	P15056	T-REx 293	B
TPD-4I8S3I	DC50_1	BRAF	P15056	T-REx 293	B
TPD-HWN2RM	DC50_1	BRAF	P15056	T-REx 293	B
TPD-CQ8VMU	DC50_1	BRAF	P15056	T-REx 293	D
TPD-6E1MXC	DC50_1	BRAF	P15056	T-REx 293	B
TPD-V8EC5M	DC50_1	BRAF	P15056	T-REx 293	B
TPD-AWN2UO	DC50_1	BRAF	P15056	T-REx 293	B
TPD-CQI7QA	DC50_1	BRAF	P15056	T-REx 293	C
TPD-Q36QLA	DC50_1	BRAF	P15056	T-REx 293	D
TPD-E2SOBR	DC50_1	BRAF	P15056	T-REx 293	B
TPD-9BCCJH	DC50_1	BRAF	P15056	T-REx 293	B
TPD-D26O26	DC50_1	BRAF	P15056	T-REx 293	C
TPD-2UW5CV	DC50_1	BRAF	P15056	T-REx 293	C
TPD-4JACEK	DC50_1	BRAF	P15056	T-REx 293	B
TPD-YWWZD7	DC50_1	BRAF	P15056	T-REx 293	B
TPD-S91991	DC50_1	BRAF	P15056	T-REx 293	C
TPD-56YKDG	DC50_1	BRAF	P15056	T-REx 293	D
TPD-I55RNW	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-O90BC2	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-CHXBY6	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-WAWD7S	Dmax_1	BRAF	P15056	T-REx 293	C
TPD-9TOOGR	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-WUW2CA	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-67S960	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-ITEVY0	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-J7WTTQ	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-3XH687	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-BDNZ9G	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-HFO48G	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-VDEZFK	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-QK8P02	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-6MS986	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-XIQVJI	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-5BWSDF	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-OS66S1	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-NQW3A6	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-ENF6KY	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-RM5CP7	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-A4F04V	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-QXQQIK	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-N3MN30	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-29UVEN	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-DHWJUT	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-HHNFMG	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-WNINYV	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-MKICTL	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-99OHQG	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-OXU8VU	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-SE63FV	Dmax_1	BRAF	P15056	T-REx 293	C
TPD-NUY345	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-5PD3EI	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-YGT4YS	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-QM594M	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-ZC3FGK	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-AQXLC3	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-X0XT4E	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-WRR0LP	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-P60KCI	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-LJOVJ9	Dmax_1	BRAF	P15056	T-REx 293	C
TPD-RJCZ8X	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-IEK561	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-CF5XM0	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-14WLMV	Dmax_1	BRAF	P15056	T-REx 293	C
TPD-3V4NV2	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-U8Y89C	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-LVDNZT	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-PN30G6	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-3R5OEO	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-BPZ4L5	Dmax_1	BRAF	P15056	T-REx 293	C
TPD-3IQVPH	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-2R3SQJ	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-MOPP40	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-ZXMCDE	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-RXAUAF	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-KCEB21	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-CX3LZL	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-PMAXE4	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-TPGRBZ	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-V72TR8	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-BLFOVS	Dmax_1	BRAF	P15056	T-REx 293	C
TPD-H1D2MJ	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-E5BTQA	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-7TF297	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-LBHJC7	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-MHGEZ3	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-6KVH0I	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-FRUSA7	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-I38YON	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-I5ERQP	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-J0ZKN3	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-RAAY7U	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-H93WDE	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-XEUIOF	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-4XKAWN	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-CMBO9F	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-INF49E	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-XC9YRN	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-WCJPFQ	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-GIMYCF	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-08XGVB	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-Q0J1NM	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-QMBA78	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-8EQ1S6	Dmax_1	BRAF	P15056	T-REx 293	C
TPD-ZVXV3W	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-AS3P5T	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-G7CMNA	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-JWJQZA	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-0W4SWH	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-SL88HU	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-LCCPT3	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-C34QUA	Dmax_1	BRAF	P15056	T-REx 293	C
TPD-922BTG	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-4ZWBCU	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-H2IDVO	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-NDFYBJ	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-V7RFSC	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-QNQBB0	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-RB8XU5	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-AXWXBG	Dmax_1	BRAF	P15056	T-REx 293	C
TPD-OO74BC	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-UN7HMJ	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-CB6X3S	Dmax_1	BRAF	P15056	T-REx 293	C
TPD-P1BYVK	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-ULXWNM	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-FDLUA6	Dmax_1	BRAF	P15056	T-REx 293	A
TPD-SWZ44S	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-HZLIW6	Dmax_1	BRAF	P15056	T-REx 293	B
TPD-SJLRLK	Dmax_1	BRAF	P15056	T-REx 293	B
